"TEMPERATURE","20.8","Salle des machines","20180424232904",
"TEMPERATURE","20.8","Salle des machines","20180424233004",
"TEMPERATURE","20.8","Salle des machines","20180424233104",
"TEMPERATURE","20.8","Salle des machines","20180424233204",
"TEMPERATURE","20.8","Salle des machines","20180424233304",
"TEMPERATURE","20.8","Salle des machines","20180424233404",
"TEMPERATURE","20.8","Salle des machines","20180424233504",
"TEMPERATURE","20.8","Salle des machines","20180424233604",
"TEMPERATURE","20.8","Salle des machines","20180424233704",
"TEMPERATURE","20.8","Salle des machines","20180424233803",
"TEMPERATURE","20.8","Salle des machines","20180424233904",
"TEMPERATURE","20.8","Salle des machines","20180424234004",
"TEMPERATURE","20.8","Salle des machines","20180424234104",
"TEMPERATURE","20.8","Salle des machines","20180424234204",
"TEMPERATURE","20.9","Salle des machines","20180424234304",
"TEMPERATURE","20.9","Salle des machines","20180424234404",
"TEMPERATURE","20.9","Salle des machines","20180424234504",
"TEMPERATURE","20.9","Salle des machines","20180424234604",
"TEMPERATURE","20.8","Salle des machines","20180424234703",
"TEMPERATURE","20.8","Salle des machines","20180424234804",
"TEMPERATURE","20.8","Salle des machines","20180424234904",
"TEMPERATURE","20.8","Salle des machines","20180424235004",
"TEMPERATURE","20.8","Salle des machines","20180424235104",
"TEMPERATURE","20.8","Salle des machines","20180424235204",
"TEMPERATURE","20.8","Salle des machines","20180424235304",
"TEMPERATURE","20.8","Salle des machines","20180424235403",
"TEMPERATURE","20.8","Salle des machines","20180424235503",
"TEMPERATURE","20.8","Salle des machines","20180424235604",
"TEMPERATURE","20.8","Salle des machines","20180424235704",
"TEMPERATURE","20.8","Salle des machines","20180424235804",
"TEMPERATURE","20.8","Salle des machines","20180424235904",
